Municipio,estado,Date,Diagnósticos,Semáforo
Cojumatlán de Régules,Michoacán,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Los Reyes,Michoacán,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Sahuayo,Michoacán,13-May,3,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
San Lucas,Michoacán,13-May,2,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Santa Ana Maya,Michoacán,13-May,10,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Salvador Escalante,Michoacán,13-May,2,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Senguio,Michoacán,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Susupuato,Michoacán,13-May,6,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Tacámbaro,Michoacán,13-May,1,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Tancítaro,Michoacán,13-May,1,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Tangamandapio,Michoacán,13-May,1,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Tangancícuaro,Michoacán,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Tanhuato,Michoacán,13-May,1,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Taretan,Michoacán,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Tarímbaro,Michoacán,13-May,2,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Tepalcatepec,Michoacán,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Tingambato,Michoacán,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Tingüindín,Michoacán,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Tiquicheo de Nicolás Romero,Michoacán,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Tlalpujahua,Michoacán,13-May,6,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Tlazazalca,Michoacán,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Tocumbo,Michoacán,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Tumbiscatío,Michoacán,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Turicato,Michoacán,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Tuxpan,Michoacán,13-May,4,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Tuzantla,Michoacán,13-May,4,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Tzintzuntzan,Michoacán,13-May,8,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Tzitzio,Michoacán,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Uruapan,Michoacán,13-May,24,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Venustiano Carranza,Michoacán,13-May,6,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Villamar,Michoacán,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Vista Hermosa,Michoacán,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Yurécuaro,Michoacán,13-May,5,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Zacapu,Michoacán,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Zamora,Michoacán,13-May,12,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Zináparo,Michoacán,13-May,3,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Zinapécuaro,Michoacán,13-May,14,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Ziracuaretiro,Michoacán,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Zitácuaro,Michoacán,13-May,17,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
José Sixto Verduzco,Michoacán,13-May,2,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Amacuzac,Morelos,13-May,2,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Atlatlahucan,Morelos,13-May,6,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Axochiapan,Morelos,13-May,2,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Ayala,Morelos,13-May,17,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Coatlán del Río,Morelos,13-May,4,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Cuautla,Morelos,13-May,96,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Cuernavaca,Morelos,13-May,315,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Emiliano Zapata,Morelos,13-May,28,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Huitzilac,Morelos,13-May,7,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Jantetelco,Morelos,13-May,3,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Jiutepec,Morelos,13-May,69,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Jojutla,Morelos,13-May,53,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Jonacatepec,Morelos,13-May,2,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Mazatepec,Morelos,13-May,3,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Miacatlán,Morelos,13-May,10,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Ocuituco,Morelos,13-May,10,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Puente de Ixtla,Morelos,13-May,39,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Temixco,Morelos,13-May,41,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Tepalcingo,Morelos,13-May,19,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Tepoztlán,Morelos,13-May,7,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Tetecala,Morelos,13-May,3,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Tetela del Volcán,Morelos,13-May,6,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Tlalnepantla,Morelos,13-May,1,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Tlaltizapán de Zapata,Morelos,13-May,19,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Tlaquiltenango,Morelos,13-May,13,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Tlayacapan,Morelos,13-May,7,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Totolapan,Morelos,13-May,3,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Xochitepec,Morelos,13-May,33,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Yautepec,Morelos,13-May,20,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Yecapixtla,Morelos,13-May,14,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Zacatepec,Morelos,13-May,19,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Zacualpan,Morelos,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Temoac,Morelos,13-May,1,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Acaponeta,Nayarit,13-May,3,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Ahuacatlán,Nayarit,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Amatlán de Cañas,Nayarit,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Compostela,Nayarit,13-May,5,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Huajicori,Nayarit,13-May,0,"Indicador Amarillo porque es un municipio sin casos de Covid, pero alguno de sus vecinos sí tiene contagios, según los datos revisados por Aristegui Noticias"
Ixtlán del Río,Nayarit,13-May,2,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
Jala,Nayarit,13-May,8,"Indicador Rojo porque es un municipio con casos de Covid, según los datos revisados por Aristegui Noticias"
